key,source,target
480/1/18#0,Q button,Кнопка Q
480/1/19#0,Undo,Отменить
480/1/20#0,Redo,Повторить
480/1/21#0,Rotate (Change temporarily),Поворот (временно изменить)
480/1/22#0,Reset rotation,Сбросить поворот
480/1/23#0,Hand (Change temporarily),Рука (временно изменить)
480/1/24#0,Flip horizontal view,Отразить вид по горизонтали
480/1/25#0,Zoom in,Увеличить
480/1/26#0,Zoom out,Уменьшить
480/1/27#0,Fit To Screen,По размеру экрана
480/1/28#0,Eyedropper (Change temporarily),Пипетка (временно изменить)
480/1/29#0,Move / Transform,Переместить / Трансформировать
480/1/30#0,Selection area (Change temporarily),Область выделения (временно изменить)
480/1/31#0,ON: Switch to sub color  / OFF: Switch to main color,ВКЛ: Переключить на дополнительный цвет  / ВЫКЛ: Переключить на основной цвет
480/1/32#0,ON: Switch to transparency  / OFF: Switch to main color,ВКЛ: Переключить на прозрачность  / ВЫКЛ: Переключить на основной цвет
480/1/33#0,Color Palette,Палитра цветов
480/1/34#0,Options,Параметры
481/1/1#0,Options,Параметры
481/1/2#0,Change tool,Изменить инструмент
481/1/3#0,Press and hold duration (milliseconds),Длительность нажатия и удержания (миллисекунды)
481/1/4#0,Set how long you need to hold a button to switch a tool temporarily.,"Задайте, как долго нужно удерживать кнопку, чтобы временно переключить инструмент."
482/1/1#0,CLIP STUDIO TABMATE,CLIP STUDIO ТАБМАТЕ
482/1/2#0,CLIP STUDIO TABMATE 2,CLIP STUDIO ТАБМАТ 2
482/1/3#0,Clip Studio Tabmate Commands,Команды Clip Studio Tabmate
482/1/4#0,Clip Studio Tabmate 2 Commands,Команды Clip Studio Tabmate 2
482/1/5#0,Clip Studio Tabmate 2 Connection Settings,Настройки подключения Clip Studio Tabmate 2
